Ref_Date,GEO,TRAV,Vector,Coordinate,Value
2011/04,Canada,Total non-resident travellers,v125184,1.2,1611380
2011/05,Canada,Total non-resident travellers,v125184,1.2,2136897
2011/06,Canada,Total non-resident travellers,v125184,1.2,2906869
2011/07,Canada,Total non-resident travellers,v125184,1.2,3776101
2011/08,Canada,Total non-resident travellers,v125184,1.2,3373611
2011/09,Canada,Total non-resident travellers,v125184,1.2,2533444
2011/10,Canada,Total non-resident travellers,v125184,1.2,1872151
2011/11,Canada,Total non-resident travellers,v125184,1.2,1397947
2011/12,Canada,Total non-resident travellers,v125184,1.2,1701964
2012/01,Canada,Total non-resident travellers,v125184,1.2,1229844
2012/02,Canada,Total non-resident travellers,v125184,1.2,1300647
2012/03,Canada,Total non-resident travellers,v125184,1.2,1453396
2012/04,Canada,Total non-resident travellers,v125184,1.2,1647167
2012/05,Canada,Total non-resident travellers,v125184,1.2,2181573
2012/06,Canada,Total non-resident travellers,v125184,1.2,3012675
2012/07,Canada,Total non-resident travellers,v125184,1.2,3615870
2012/08,Canada,Total non-resident travellers,v125184,1.2,3525676
2012/09,Canada,Total non-resident travellers,v125184,1.2,2474048
2012/10,Canada,Total non-resident travellers,v125184,1.2,1818448
2012/11,Canada,Total non-resident travellers,v125184,1.2,1381083
2012/12,Canada,Total non-resident travellers,v125184,1.2,1677519
2013/01,Canada,Total non-resident travellers,v125184,1.2,1215381
2013/02,Canada,Total non-resident travellers,v125184,1.2,1222836
2013/03,Canada,Total non-resident travellers,v125184,1.2,1503770
2013/04,Canada,Total non-resident travellers,v125184,1.2,1500208
2013/05,Canada,Total non-resident travellers,v125184,1.2,2189503
2013/06,Canada,Total non-resident travellers,v125184,1.2,2972332
2013/07,Canada,Total non-resident travellers,v125184,1.2,3614835
2013/08,Canada,Total non-resident travellers,v125184,1.2,3659252
2013/09,Canada,Total non-resident travellers,v125184,1.2,2404546
2013/10,Canada,Total non-resident travellers,v125184,1.2,1851349
2013/11,Canada,Total non-resident travellers,v125184,1.2,1393804
2013/12,Canada,Total non-resident travellers,v125184,1.2,1639199
2014/01,Canada,Total non-resident travellers,v125184,1.2,1189185
2014/02,Canada,Total non-resident travellers,v125184,1.2,1188099
2014/03,Canada,Total non-resident travellers,v125184,1.2,1355674
2014/04,Canada,Total non-resident travellers,v125184,1.2,1615335
2014/05,Canada,Total non-resident travellers,v125184,1.2,2264944
2014/06,Canada,Total non-resident travellers,v125184,1.2,3004316
2014/07,Canada,Total non-resident travellers,v125184,1.2,3687564
2014/08,Canada,Total non-resident travellers,v125184,1.2,3750119
2014/09,Canada,Total non-resident travellers,v125184,1.2,2455033
2014/10,Canada,Total non-resident travellers,v125184,1.2,1951935
2014/11,Canada,Total non-resident travellers,v125184,1.2,1370006
2014/12,Canada,Total non-resident travellers,v125184,1.2,1725804
2015/01,Canada,Total non-resident travellers,v125184,1.2,1260127
2015/02,Canada,Total non-resident travellers,v125184,1.2,1255498
2015/03,Canada,Total non-resident travellers,v125184,1.2,1448210
2015/04,Canada,Total non-resident travellers,v125184,1.2,1687028
2015/05,Canada,Total non-resident travellers,v125184,1.2,2453533
2015/06,Canada,Total non-resident travellers,v125184,1.2,3306450
2015/07,Canada,Total non-resident travellers,v125184,1.2,4083433
2015/08,Canada,Total non-resident travellers,v125184,1.2,3801481
2015/09,Canada,Total non-resident travellers,v125184,1.2,2789062
2015/10,Canada,Total non-resident travellers,v125184,1.2,2073074
2015/11,Canada,Total non-resident travellers,v125184,1.2,1510420
2015/12,Canada,Total non-resident travellers,v125184,1.2,1886627
2016/01,Canada,Total non-resident travellers,v125184,1.2,1410197
2016/02,Canada,Total non-resident travellers,v125184,1.2,1479870
2016/03,Canada,Total non-resident travellers,v125184,1.2,1722059
2016/04,Canada,Total non-resident travellers,v125184,1.2,1848966
2016/05,Canada,Total non-resident travellers,v125184,1.2,2584792
2016/06,Canada,Total non-resident travellers,v125184,1.2,3487950
2016/07,Canada,Total non-resident travellers,v125184,1.2,4562023
2016/08,Canada,Total non-resident travellers,v125184,1.2,4020786
2016/09,Canada,Total non-resident travellers,v125184,1.2,3078069
2016/10,Canada,Total non-resident travellers,v125184,1.2,2273851
2016/11,Canada,Total non-resident travellers,v125184,1.2,1647833
